Ejari Contract Number,Registration Date,Start Date,End Date,Version,Area,Contract Amount,Annual Amount,Is Free Hold?,Property Size (sq.m),Property Type,Property Sub Type,Number of Rooms,Usage,Nearest Metro,Nearest Mall,Nearest Landmark,Parking,No of Units,Master Project,Project
"0120230923006689","2023-09-23 20:10:49","2023-09-15 00:00:00","2024-09-14 00:00:00","New","Al Barsha South Fourth","90000","90000","Free Hold","70.4","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","OXFORD BOULEVARD"
"0120230923006718","2023-09-23 20:12:39","2023-07-01 00:00:00","2024-06-30 00:00:00","New","Naif","24000","24000","Non Free Hold","32","Unit","Office","","Commercial","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006736","2023-09-23 20:14:27","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Mararr","20000","20000","Non Free Hold","20.47","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006740","2023-09-23 20:17:32","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Abu Hail","20000","20000","Non Free Hold","23","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120230923006744","2023-09-23 20:31:42","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Barsha South Fourth","52000","52000","Free Hold","84.44","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","KNIGHT BRIDGE COURT & KENSNGTON MANOR"
"0120230923006746","2023-09-23 20:34:37","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Nadd Hessa","32000","32000","Free Hold","34.88","Unit","Flat","","Residential","","","IMG World Adventures","","1","","ARABIAN GATE"
"0120230923006750","2023-09-23 20:47:55","2023-07-01 00:00:00","2024-06-30 00:00:00","New","Al Suq Al Kabeer","24000","24000","Non Free Hold","31","Unit","Office","","Commercial","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006754","2023-09-23 20:53:16","2023-07-01 00:00:00","2024-06-30 00:00:00","New","Al Suq Al Kabeer","24000","24000","Non Free Hold","32","Unit","Office","","Commercial","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006758","2023-09-23 21:01:38","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Al Suq Al Kabeer","25000","25000","Non Free Hold","225.96","Unit","Shop","","Commercial","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006759","2023-09-23 21:02:16","2023-07-01 00:00:00","2024-06-30 00:00:00","New","Naif","24000","24000","Non Free Hold","50","Unit","Shop","","Commercial","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120230923006763","2023-09-23 21:18:47","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Jabal Ali First","32000","32000","Free Hold","38.24","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","","Roy Mediterranean Hotel Apartments"
"0120230923006763","2023-09-23 21:18:47","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Jabal Ali First","32000","32000","Free Hold","38.24","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","","AL MASA I"
"0120230923006765","2023-09-23 21:19:42","2023-09-25 00:00:00","2024-09-24 00:00:00","New","Zaabeel Second","105000","105000","Free Hold","68.95","Unit","Flat","","Residential","Financial Centre","Dubai Mall","Burj Khalifa","","1","","Downtown Views II"
"0120230923006773","2023-09-23 23:17:04","2023-10-03 00:00:00","2024-10-02 00:00:00","New","Hadaeq Sheikh Mohammed Bin Rashid","270000","270000","Free Hold","288.49","Villa","Villa","4","Residential","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","1","","MAPLE"
"0220171114002198","2023-09-23 12:35:56","2022-11-16 00:00:00","2023-11-15 00:00:00","Renewed","Palm Jumeirah","152250","152250","Free Hold","165","Unit","Flat","","Residential","Palm Jumeirah","Marina Mall","Burj Al Arab","","1","","MARINA RESIDENCE"
"0220190808000925","2023-09-23 17:00:06","2023-08-31 00:00:00","2024-08-30 00:00:00","Renewed","Al Thanayah Fourth","145000","145000","Free Hold","298","Villa","Villa","3","Residential","Damac Properties","Marina Mall","Sports City Swimming Academy","","1","",""
"0220200701001617","2023-09-23 21:44:35","2023-07-15 00:00:00","2024-07-14 00:00:00","Renewed","Wadi Al Safa 7","110000","110000","Free Hold","5263","Villa","Villa","3","Residential","","","Dubai Cycling Course","","1","","SIENNA  LAKES"
"0220200907000052","2023-09-23 14:10:21","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Jabal Ali First","105000","105000","Free Hold","234","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","YASAMINE -V"
"0220200907000052","2023-09-23 14:10:21","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Jabal Ali First","105000","105000","Free Hold","234","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","AZIZI. YASAMINE"
"0220201001002417","2023-09-23 18:11:26","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Wadi Al Safa 6","148000","148000","Free Hold","287","Villa","Villa","4","Residential","","","Global Village","","1","",""
"0220201111002663","2023-09-23 18:42:52","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Barsha South Fourth","41500","41500","Free Hold","81","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","SOBHA DAFFODIL"
"0220210306000592","2023-09-23 23:07:12","2022-01-01 00:00:00","2023-12-31 00:00:00","Renewed","Al Hebiah Third","58000","29000","Free Hold","45","Unit","Flat","","Residential","","","Motor City","","1","","DAMAC HILLS - LORETO"
"0220210704000586","2023-09-23 10:01:47","2022-07-10 00:00:00","2024-07-09 00:00:00","Renewed","Jabal Ali First","31185","15592.5","Free Hold","38","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","GLAMZ RESIDENCE"
"0220210918000448","2023-09-23 13:00:30","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Business Bay","75000","75000","Free Hold","40","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","PRIVE BY DAMAC"
"0220210920005460","2023-09-23 08:57:36","2023-09-25 00:00:00","2024-09-24 00:00:00","Renewed","Madinat Hind 4","65000","65000","Free Hold","158","Villa","Villa","2","Residential","","","","","1","","DAMAC HILLS (2) - JANUSIA "
"0220211010000474","2023-09-23 20:47:55","2023-10-18 00:00:00","2024-10-17 00:00:00","Renewed","Business Bay","55000","55000","Free Hold","72","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","CLAYTON RESIDENCY"
"0220211016000951","2023-09-23 16:04:14","2023-10-21 00:00:00","2024-10-20 00:00:00","Renewed","Al Hebiah Fourth","48000","48000","Free Hold","76","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Sports City Swimming Academy","","1","","RED RESIDENCE"
"0220211213001029","2023-09-23 15:32:57","2022-12-12 00:00:00","2023-12-11 00:00:00","Renewed","Al Hebiah First","178500","178500","Free Hold","405","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Motor City","","1","",""
"0220211215003836","2023-09-23 12:03:26","2022-12-10 00:00:00","2023-12-09 00:00:00","Renewed","Al Warsan First","33000","33000","Free Hold","87","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0220220531001190","2023-09-23 12:20:02","2023-05-16 00:00:00","2024-05-15 00:00:00","Renewed","Al Hebiah Second","93000","93000","Free Hold","153","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","GLITZ RESIDENCE 1"
"0220220613005440","2023-09-23 10:38:59","2023-06-15 00:00:00","2024-06-14 00:00:00","Renewed","Wadi Al Safa 7","140000","140000","Free Hold","175","Villa","Villa","3","Residential","","","Motor City","","1","","AR II Camelia"
"0220220901004846","2023-09-23 14:53:31","2023-09-10 00:00:00","2024-09-09 00:00:00","Renewed","Al Barshaa South Third","41000","41000","Free Hold","64","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","LINCOLN PARK(WEST SIDE & LINCOLN PARK - B)"
"0220220902002384","2023-09-23 15:30:57","2023-09-12 00:00:00","2024-09-11 00:00:00","Renewed","Madinat Hind 4","30000","30000","Free Hold","39","Unit","Flat","","Residential","","","","","1","","DAMAC HILLS (2) - VIRIDIS "
"0220220905004774","2023-09-23 16:35:19","2023-09-10 00:00:00","2024-07-16 00:00:00","Renewed","Nadd Hessa","35530","41694.51","Free Hold","69","Unit","Flat","","Residential","","","IMG World Adventures","","1","","LA VISITA 01"
"0220220909003116","2023-09-23 11:44:55","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Al Thanyah Fifth","82500","82500","Free Hold","82","Unit","Flat","","Residential","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","","1","","GOLD CREST VIEWS2"
"0220220914002818","2023-09-23 14:57:07","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Al Thanyah Fifth","90000","90000","Free Hold","73","Unit","Flat","","Residential","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","","1","","MBL RESIDENCE"
"0220220914006042","2023-09-23 20:46:32","2023-09-11 00:00:00","2024-09-10 00:00:00","Renewed","Jabal Ali First","75000","75000","Free Hold","121","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","Azizi. Iris"
"0220220914006042","2023-09-23 20:46:32","2023-09-11 00:00:00","2024-09-10 00:00:00","Renewed","Jabal Ali First","75000","75000","Free Hold","121","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","","AZIZI YASAMINE III"
"0220220921004252","2023-09-23 20:36:42","2023-09-22 00:00:00","2024-09-21 00:00:00","Renewed","Um Suqaim Third","195000","195000","Free Hold","152","Unit","Flat","","Residential","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","","1","","Madinat Jumeriah Living - Phase 2 "
"0220220923008070","2023-09-23 13:32:15","2023-09-23 00:00:00","2024-09-22 00:00:00","Renewed","Al Barsha South Fourth","49000","49000","Free Hold","42","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","OXFORD BOULEVARD"
"0220220925006288","2023-09-23 17:42:33","2023-09-25 00:00:00","2024-09-24 00:00:00","Renewed","Al Thanayah Fourth","135000","135000","Free Hold","251","Villa","Villa","2","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","",""
"0220220930010520","2023-09-23 12:11:16","2023-10-02 00:00:00","2024-10-01 00:00:00","Renewed","Al Jadaf","50000","50000","Free Hold","65","Unit","Flat","","Residential","Healthcare City Metro Station","Dubai Mall","Downtown Dubai","","1","","Binghatti Avenue"
"0220221003011657","2023-09-23 17:11:42","2023-10-06 00:00:00","2024-10-05 00:00:00","Renewed","Wadi Al Safa 5","128000","128000","Free Hold","161","Villa","Villa","3","Residential","","","IMG World Adventures","","1","","Villanova Amaranta 3"
"0220221005010937","2023-09-23 21:45:05","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Wasl","160000","160000","Free Hold","97","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0220221006007685","2023-09-23 14:42:08","2023-10-11 00:00:00","2024-10-10 00:00:00","Renewed","Al Khairan First","70000","70000","Free Hold","66","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Creek Gate"
"0220221012001814","2023-09-23 14:03:00","2023-10-14 00:00:00","2024-10-13 00:00:00","Renewed","Al Hebiah Third","160000","160000","Free Hold","253","Villa","Villa","3","Residential","","","Motor City","","1","","DAMAC HILLS -  TOPANGA"
"0220221026006439","2023-09-23 11:21:31","2023-10-20 00:00:00","2024-10-19 00:00:00","Renewed","Marsa Dubai","99000","99000","Free Hold","116","Unit","Flat","","Residential","Marina Towers","Marina Mall","Burj Al Arab","","1","","TORCH TOWER"
"0220221207001084","2023-09-23 20:49:04","2023-10-19 00:00:00","2024-10-18 00:00:00","Renewed","Al Yelayiss 2","125000","125000","Free Hold","188","Villa","Villa","3","Residential","","","Dubai Cycling Course","","1","",""
"0220230315001930","2023-09-23 13:42:15","2023-11-07 00:00:00","2024-03-03 00:00:00","Renewed","Al Hebiah First","60456","186183.08","Free Hold","364","Villa","Villa","4","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","",""
"0220230508001491","2023-09-23 12:32:22","2023-11-01 00:00:00","2024-01-31 00:00:00","Renewed","Hadaeq Sheikh Mohammed Bin Rashid","65000","260000","Free Hold","201","Villa","Villa","4","Residential","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","1","","MAPLE"
"0220230923005128","2023-09-23 01:36:29","2023-09-26 00:00:00","2024-09-25 00:00:00","New","Madinat Hind 4","95000","95000","Free Hold","174","Villa","Villa","3","Residential","","","","","1","","DAMAC HILLS (2) - JANUSIA "
"0220230923005189","2023-09-23 09:39:43","2023-09-20 00:00:00","2024-09-28 00:00:00","New","Me'Aisem First","42000","40975.61","Free Hold","58","Unit","Flat","","Residential","Damac Properties","Marina Mall","Sports City Swimming Academy","","1","","OAKWOOD RESIDENCY"
"0220230923005221","2023-09-23 10:01:02","2023-08-20 00:00:00","2024-08-19 00:00:00","New","Jabal Ali First","200000","200000","Free Hold","224","Villa","Villa","5","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0220230923005399","2023-09-23 11:24:04","2023-09-14 00:00:00","2024-09-13 00:00:00","New","Al Warsan First","33000","33000","Free Hold","68","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0220230923005420","2023-09-23 11:29:12","2023-10-01 00:00:00","2024-09-30 00:00:00","New","Madinat Hind 4","83000","83000","Free Hold","170","Villa","Villa","3","Residential","","","","","1","","DAMAC HILLS (2) - AQUILEGIA "
"0220230923005447","2023-09-23 11:33:23","2023-04-11 00:00:00","2024-04-10 00:00:00","New","Madinat Hind 4","62500","62500","Free Hold","112","Villa","Villa","3","Residential","","","","","1","","DAMAC HILLS (2) - VICTORIA "
"0220230923005510","2023-09-23 11:48:54","2023-09-27 00:00:00","2024-09-26 00:00:00","New","Jabal Ali First","36000","36000","Free Hold","44","Unit","Studio ","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0220230923005523","2023-09-23 11:52:53","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Nadd Hessa","34000","34000","Free Hold","45","Unit","Flat","","Residential","","","IMG World Adventures","","1","","SILICON HEIGHTS"
"0220230923005525","2023-09-23 11:52:58","2023-09-27 00:00:00","2024-09-26 00:00:00","New","Al Merkadh","65000","65000","Free Hold","55","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","Azizi Riviera 12"
"0220230923005530","2023-09-23 11:54:13","2023-09-20 00:00:00","2024-09-19 00:00:00","New","Al Merkadh","45000","45000","Free Hold","36","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","Azizi Riviera 6"
"0220230923005620","2023-09-23 12:11:45","2023-09-23 00:00:00","2024-09-22 00:00:00","New","Nadd Hessa","54000","54000","Free Hold","80","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0220230923005661","2023-09-23 12:19:16","2023-09-26 00:00:00","2024-09-25 00:00:00","New","Al Hebiah Fourth","175000","175000","Free Hold","140","Villa","Villa","3","Residential","","","","","1","",""
"0220230923005754","2023-09-23 12:35:32","2023-10-06 00:00:00","2024-10-05 00:00:00","New","Al Thanyah Third","260000","260000","Free Hold","234","Villa","Villa","3","Residential","Nakheel Metro Station","Marina Mall","Burj Al Arab","","1","",""
"0220230923005767","2023-09-23 12:38:01","2023-10-08 00:00:00","2024-10-07 00:00:00","New","Al Warsan First","24000","24000","Free Hold","44","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0220230923005847","2023-09-23 13:07:36","2023-09-11 00:00:00","2024-09-10 00:00:00","New","Burj Khalifa","370000","370000","Free Hold","158","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","","1","","BURJ PLACE"
