Year,Quarter,Month,Day,Country/Region,Aircraft Manufacturer,Aircraft,Location,Operator,Sum of Ground,Sum of Fatalities (air),Sum of Aboard
1996,Qtr 2,June,21,China,Harbin Yunshuji,Harbin Yunshuji Y 12,Shanghai China,Airlines) (Feilong Aviation Dragon Flying China,0,2,12
1996,Qtr 3,July,6,Florida,McDonnell Douglas,McDonnell Douglas MD 88N927DA,Pensacola Florida,Lines Air Delta,0,2,142
1996,Qtr 3,July,9,New,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300P2,Papua New,Air Bay GuineaMilne,0,20,20
1996,Qtr 3,July,11,India,Let,Let 410VT ETC,Near Kanda India,Airlines Archana,0,9,9
1996,Qtr 3,July,15,The,Lockheed,Lockheed C 130HCH,Near Eindhoven The,Force Air Belgian - NetherlandsMilitary,0,34,41
1996,Qtr 3,July,17,Mexico,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300XA,Near Playa del Carmen Mexico,(Aerocaribe) Aerolatino,0,1,18
1996,Qtr 3,July,17,New,Boeing,Boeing B 747,Off East Moriches New,Airlines World YorkTrans,0,230,230
1996,Qtr 3,July,20,Alaska,Douglas,Douglas DC 6AN313RS,Russian Mission Alaska,Cargo Air Northern,0,4,4
1996,Qtr 3,July,24,Manmar,Fokker,Fokker F 27 Friendship 600XY,Near Mergui Manmar,Airways Myanmar,0,8,49
1996,Qtr 3,August,12,Canada,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300C,Markham Bay Canada,Air First,0,2,2
1996,Qtr 3,August,14,British,Douglas,Douglas DC 4C,Near Bronson Creek British Canada,Canada          Columbia Air North,0,1,3
1996,Qtr 3,August,17,Wyoming,Lockheed,Lockheed C 130H Hercules74,Near Jackson Hole Wyoming,Force Air U.S. - Military,0,9,9
1996,Qtr 3,August,18,British,de Havilland Canada,de Havilland Canada DHC 3 Turbo OtterC,Near Alliford Bay British,Canada2Harbour Air          Columbia,0,3,3
1996,Qtr 3,August,19,Yugosalvia,Ilyushin,Ilyushin IL 76TRA,Belgrade Yugosalvia,Transport Air Spair,0,12,12
1996,Qtr 3,August,29,Norway,Tupolev,Tupolev TU 154MRA,Near Longyearbyen Norway,Airlines Vnokovo,0,141,141
1996,Qtr 3,September,25,Netherlands,Douglas,Douglas DC 3CPH,Waddenzee Netherlands,Association Dakota Dutch,0,32,32
1996,Qtr 4,October,2,Peru,Boeing,Boeing B 757,Off Pasamayo Peru,Aeroperu,0,70,70
1996,Qtr 4,October,3,Congo,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 2009Q,Kahemba Congo,Aviation Malu,0,6,21
1996,Qtr 4,October,6,Angola,Antonov,Antonov 12BRA 11101,Lukapa Angola,Savanair,0,6,19
1996,Qtr 4,October,8,Italy,Antonov,Antonov AN 124RA,San Francesco al Campo Italy,Aeroflot,2,2,23
1996,Qtr 4,October,22,Ecuador,Boeing,Boeing B 707,Manta Ecuador,Air Million,30,4,4
1996,Qtr 4,October,26,Russia,Yakovlev,Yakovlev YAK 40RA,Khanty Russia,Aviatrans Tyumen,0,5,34
1996,Qtr 4,October,31,Brazil,Fokker,Fokker 100PT MRK,Sao Paolo Brazil,(Brazil) TAM,3,95,95
1996,Qtr 4,November,1,Guatemala,Embraer 110P1,Embraer 110P1 BandeiranteTG TPA,Near Tikal Guatemala,TAPSA - Profesionales Areos Transported,0,16,16
1996,Qtr 4,November,7,France,Cessna 421C Golden,Cessna 421C Golden EagleHB LRX,Aubusson France,S.A. Jetcom,0,8,8
1996,Qtr 4,November,7,Nigeria,Boeing,Boeing B 727,Lagos Nigeria,Corporation Development Aviation,0,143,143
1996,Qtr 4,November,12,India,Boeing,Boeing B 747,Near Charkhi Dadri India,Airlines Kazakhstan / Airlines Arabian Saudi,0,349,349
1996,Qtr 4,November,14,Russia,Antonov,Antonov AN 2RA,Bolchaïa Pyssa Russia,Avia Komi,0,14,15
1996,Qtr 4,November,19,Illinois,Beechcraft,Beechcraft 1900 C / Beech King Air A90N87GL / N1127D,Quincy Illinois,Private /  Express United,0,14,14
1996,Qtr 4,November,22,CAMilitary,Lockheed,Lockheed HC 130P Hercules64,Off Cape Mendocino CAMilitary,Force Air U.S. -,0,10,11
1996,Qtr 4,November,23,Comoros,Boeing,Boeing B 767,Off Mitsamiouli Comoros,Airlines Ethiopian,0,127,175
1996,Qtr 4,November,27,Siberia,Ilyushin,Ilyushin IL 76MDRA,Abakan Siberia,Russia Military - Russian Air Force,0,23,23
1996,Qtr 4,November,30,Colombia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300HK,Medellin Colombia,Colombia ACES,0,14,15
1996,Qtr 4,December,7,Indonesia,CASA 212 Aviocar,CASA 212 Aviocar 100PK VSO,Banjarmasin Indonesia,Services Air Dirgantara,2,16,17
1996,Qtr 4,December,9,Idaho,Douglas,Douglas C 47AN75142,Boise Idaho,Worldwide Emery,0,2,2
1996,Qtr 4,December,17,Russia,Antonov,Antonov AN 12?,Tver Russia,Force Air Russian - Military,0,18,18
1996,Qtr 4,December,21,Colombia,Antonov,Antonov An 32BHK,Rio Negro Colombia,SELVA,0,4,4
1996,Qtr 4,December,22,Virginia,McDonnell Douglas,McDonnell Douglas DC 8,Narrows Virginia,Express Airborne,0,6,6
1996,Qtr 4,December,24,India,Hindustan Aeronautics,Hindustan Aeronautics 748 2H1032,Near Nellore India,Force Air Indian - Military,0,22,22
1996,Qtr 4,December,24,New,Learjet,Learjet 35AN388LS,Dorchester New,Inc Group Charter HampshireAircraft,0,2,2
1997,Qtr 1,January,7,Samoa,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 3005W,Near Moamoa Samoa,Airlines Polynesian,0,3,5
1997,Qtr 1,January,9,Michigan,Embraer 120RT,Embraer 120RT BrasiliaN265CA,Near Monroe Michigan,Comair,0,29,29
1997,Qtr 1,January,29,Alaska,de Havilland Canada,de Havilland Canada DHC 4A CaribouN702SC,Sparrevohn Alaska,Air Southcentral,0,1,2
1997,Qtr 1,January,31,Nigeria,Embraer 110P1A,Embraer 110P1A Bandeirante5N AXS,Yola Nigeria,Airways Express Skypower,0,5,16
1997,Qtr 1,February,1,Senegal,Hawker Siddeley,Hawker Siddeley HS 748,Tambacoumba Senegal,Senegal Air,0,25,52
1997,Qtr 1,February,2,Angola,CASA 212 Aviocar,CASA 212 Aviocar 200T 400,Near Quiangala Angola,Angola de Populaire Area Force,0,37,37
1997,Qtr 1,February,4,N/A,Sikorsky CH53D / Sikorsky CH53D357 /,Sikorsky CH53D / Sikorsky CH53D357 / 903,Northern IsraelMilitary - Israel Air Force /Military -  Israel Air Force,N/A,0,73,73
1997,Qtr 1,February,14,Brazil,Boeing,Boeing B 737,Carajas Brazil,Varig,0,1,52
1997,Qtr 1,February,19,Guatemala,IAI 1124,IAI 1124 WestwindYV 160CP,Guatemala City Guatemala,Transpolar,0,5,5
1997,Qtr 1,March,12,Angola,Antonov,Antonov AN 12BD2,Lucapa Angola,ALADA,0,16,16
1997,Qtr 1,March,13,Iran,Lockheed,Lockheed C 130HF?,Near Mashhad Iran,Force Air Iranian - Military,0,88,88
1997,Qtr 1,March,18,Russia,Antonov,Antonov AN 24RVRA,Cherkessk Russia,Airlines Stavropol,0,50,50
1997,Qtr 2,April,1,Honduras,Lockheed,Lockheed C 130H Hercules88,Tegucigalpa Honduras,Force Air U.S. - Military,0,3,10
1997,Qtr 2,April,4,Georgia,Aviation Traders,Aviation Traders ATL 98 CarvairN83FA,Griffin Georgia,Service Air Custom,0,2,2
1997,Qtr 2,April,10,Alaska,Cessna 208B Caravan,Cessna 208B Caravan IN408GV,Near Wainwright Alaska,Services Aviation Hageland,0,5,5
1997,Qtr 2,April,14,Democratic,Fokker,Fokker F 27 Friendship 600D2,Brazzaville Democratic,Airlines Angola CongoTAAG Republic,0,3,7
1997,Qtr 2,April,15,Azerbaijan,Yakovlev,Yakovlev 404K 87504,Gyandzha Azerbaijan,Airlines Azerbaijan,0,6,6
1997,Qtr 2,April,16,Niger,Lockheed,Lockheed C 130H Hercules5U,Near Sorei Niger,Force Air Niger - Military,0,14,14
1997,Qtr 2,April,19,Indonesia,British Aerospace,British Aerospace ATPPK MTX,Tanjung Pandan Indonesia,Airlines Nusantara Merpati,0,15,53
1997,Qtr 2,April,23,Afghanistan,Antonov,Antonov AN 26?,Near Konduz Afghanistan,Force Air Republican Afghan - Military,0,36,36
1997,Qtr 2,May,8,China,Boeing,Boeing B 737,Huangtian China,Airlines Southern China,0,35,74
1997,Qtr 2,June,6,Congo,Vickers Viscount,Vickers Viscount 781D9Q CWL,Near Irumu Congo,Bazair,0,27,27
1997,Qtr 2,June,10,Mongolia,Harbin Yunshuji,Harbin Yunshuji Y 12 IIJU,Mandalgobi Mongolia,Airlines Mongolian - MIAT,0,7,12
1997,Qtr 3,July,3,India,Fokker,Fokker F 27 Friendship 200VT,Madh Island India,Airlines Elbee,0,2,2
1997,Qtr 3,July,6,Colombia,Mil,Mil Mi 17 (helicopter)?,Near Saravena Colombia,Army Colombian - Military,0,25,29
1997,Qtr 3,July,9,Brazil,Fokker,Fokker 100PT WHK,Suzano Brazil,(Brazil) TAM,0,1,60
1997,Qtr 3,July,11,Cuba,Antonov,Antonov AN 24CU,Off Santiago de Cuba Cuba,Aviacion de Cubana,0,44,44
1997,Qtr 3,July,17,Indonesia,Fokker,Fokker F 27 Friendship 600PK,Bandung Indonesia,Air Sempati,0,30,50
1997,Qtr 3,July,18,"",de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300P2,Goroka,Services Air GuineaGoroka New,0,2,4
1997,Qtr 3,July,29,Nigeria,BAC,BAC One Eleven 203AE5N,Calabar  Nigeria,Airlines ADC,0,1,55
1997,Qtr 3,July,30,Italy,Aerospatiale,Aerospatiale ATR 42,Florence Italy,Littoral Air,0,1,17
1997,Qtr 3,August,6,Guam,Boeing,Boeing B 747,Agana Guam,Airlines Korean,0,228,254
1997,Qtr 3,August,7,Florida,McDonnell Douglas,McDonnell Douglas DC 8,Miami Florida,Air Fine,1,4,4
1997,Qtr 3,August,10,Taiwan,Dornier,Dornier Do 228,Matsu Island Taiwan,Airlines Formosa,0,16,16
1997,Qtr 3,August,29,Venezuela,Pilatus,Pilatus PC 6 Turbo Porter / Cessna 206FAC1115,Puerto Inirida Venezuela,Satena,0,12,12
1997,Qtr 3,September,3,Cambodia,Tupolev,Tupolev TU 134VN,Phnom Penh Cambodia,Airlines Vietnam,0,65,66
1997,Qtr 3,September,6,Malaysia,Dornier,Dornier 228 2129M,Near Miri Malaysia,Airways Borneo,0,10,10
1997,Qtr 3,September,12,Zaire,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 3009Q,Near Uvira Zaire,Commuter Air TMK,0,22,22
1997,Qtr 3,September,13,Africa,Tupolev,Tupolev TU 154M / C,Off Namibia Africa,USAF - Military / Luftwaffe - Military,0,33,33
1997,Qtr 3,September,26,Indonesia,Airbus,Airbus A300 B4,Buah Nabar Indonesia,Airlines Indonesia Garuda,0,234,234
1997,Qtr 4,October,8,Colorado,Cessna 208B Caravan,Cessna 208B Caravan IN12022,Near Montrose Colorado,Airlines Scenic,0,9,9
1997,Qtr 4,October,10,Taiwan,Lockheed,Lockheed C 130H Hercules1310,Taipei Taiwan,Force Air China of Republic - Military,0,5,5
1997,Qtr 4,October,10,Uruguay,McDonnell Douglas,McDonnell Douglas DC 9,Nuevo Berlin Uruguay,(Argentina) Aeras Lineas Austral,0,74,74
1997,Qtr 4,October,12,near,Rutan Long EZ (experimental,Rutan Long EZ (experimental aircraft)N555JD,Monterey Bay near,California         Grove Pacific Private,0,1,1
1997,Qtr 4,October,29,Afghanistan,Yakovlev,Yakovlev YAK 40YA,Jalal-Abad Afghanistan,Airlines Afghan Ariana,0,2,26
1997,Qtr 4,November,8,Alaska,Cessna 208B Caravan,Cessna 208B Caravan IN750GC,Near Barrow Alaska,Services Aviation Hageland,0,8,8
1997,Qtr 4,December,5,Russia,Antonov,Antonov AN 124,Irkutsk-2 Russia,Force Air Russian - Military,44,23,23
1997,Qtr 4,December,9,Canada,Embraer 110P1,Embraer 110P1 BandeiranteC GVRO,Little Grand Rapids Canada,Air Sowind,0,4,17
1997,Qtr 4,December,13,Bolivia,Swearingen,Swearingen SA 226T Metro IICP,La Veriente Bolivia,STAP,0,10,19
1997,Qtr 4,December,15,United,Tupolev,Tupolev TU 154EY,Sharjah United,Airlines EmiratesTajikistan Arab,0,85,86
1997,Qtr 4,December,17,Greece,Yakovlev,Yakovlev YAK 42UR,Fotina Greece,(LVOV) Airlines Aerosweet,0,70,70
1997,Qtr 4,December,19,Indonesia,Boeing,Boeing B 737,Near Palembang Indonesia,Silk,0,104,104
1997,Qtr 4,December,20,Greece,Lockheed,Lockheed C 130H Hercules750,Tanagra Greece,Force Air Greek - Military,0,5,5
1997,Qtr 4,December,27,off,Antonov,Antonov An 72ER,Atlantic Ocean off,Airways AngolaRenan,0,5,5
1997,Qtr 4,December,28,N/A,Boeing,Boeing B 747,Over the Pacific OceanUnited Air Lines,N/A,0,1,393
1997,Qtr 4,December,31,Panama,Britten Norman,Britten Norman BN 2A TrislanderHP,Rio Sidra Panama,Parsa,0,10,10
1998,Qtr 1,January,13,Czech,Let,Let 410UVPYV 928CP,Brno Czech,International RepublicAeroservice,0,2,2
1998,Qtr 1,January,13,Pakistan,Antonov,Antonov AN 12BPYA,Tor Kach Pakistan,Airlines Afghan Ariana - Military,0,51,51
1998,Qtr 1,January,27,Myanmar,Fokker,Fokker F 27 Friendship 600XY,Yangon (Rangoon) Myanmar,Airways Myanmar,0,16,45
1998,Qtr 1,February,2,Philippines,McDonnell Douglas,McDonnell Douglas DC 9,Cagyan de Oro Philippines,Air Pacific Cebu,0,104,104
1998,Qtr 1,February,3,Trento,Grummand,Grummand EA 6B163045/CY,Near Cavalese Trento,Italy Military - U.S. Marine Corps,20,0,2
1998,Qtr 1,February,4,Portugal,Antonov,Antonov 12BPLZ SFG,Terceira Portugal,Luxor Air,0,7,7
1998,Qtr 1,February,5,Spain,CASA,CASA 212 S1 Aviocar 100D,Near Navafria Spain,Force Air Spanish - Military,0,5,5
1998,Qtr 1,February,12,Sudan,Antonov,Antonov AN 32?,Near Nasir Sudan,Force Air Sudan - Military,0,27,57
1998,Qtr 1,February,16,Taiwan,Airbus,Airbus A300 622RB,Taipei Taiwan,(Taiwan) Airlines China,7,196,196
1998,Qtr 1,March,10,Kenya,Boeing,Boeing 707 336CSU,Mombasa Kenya,Memphis Air,0,6,6
1998,Qtr 1,March,18,Taiwan,Saab340BB,Saab340BB  12255,Off Hsinchu Taiwan,Airlines Formosa,0,13,13
1998,Qtr 1,March,19,Afghanistan,Boeing,Boeing B 727,Near Charasyab Afghanistan,Airlines Afghan Ariana,0,45,45
1998,Qtr 1,March,22,Philippines,Airbus,Airbus A.320 214RP,Bacolod Philippines,Lines Air Philippine,3,0,127
1998,Qtr 1,March,28,Peru,Antonov,Antonov AN 32OB,Piura Peru,Peru del Aérea Fuerza,1,22,55
1998,Qtr 1,March,31,Mexico,Convair,Convair CV 240,Near Mexico City Mexico,Carga de Mexicana Aérea Linea,0,2,4
1998,Qtr 2,April,20,Colombia,Boeing,Boeing B 727,Near Bogota Colombia,France Air,0,53,53
1998,Qtr 2,May,5,Peru,Boeing,Boeing B 737,Andoas Peru,Peru del Aérea Fuerza,0,75,88
1998,Qtr 2,May,12,Mauritania,Xian Yunshuji,Xian Yunshuji Y 7,Near Nema Mauritania,Force Air Mauritanian - Military,0,39,42
1998,Qtr 2,May,25,Laos,Yakovlev,Yakovlev YAK 4034001,Near Longtiang Laos,Force Air Army Liberation People's Lao - Military,0,26,26
1998,Qtr 2,May,25,North,Bell,Bell 206L 3N96CW,Indian Trail North,Inc. Helicopters US - Taxi CarolinaAir,0,5,5
1998,Qtr 2,May,26,Mongolia,Harbin Yunshuji,Harbin Yunshuji Y 12 IIJU,Near Erdenet Mongolia,Airlines Mongolian - MIAT,0,28,28
1998,Qtr 2,June,18,Canada,Swearingen,Swearingen SA 226TC Metroliner IIC,Montreal Canada,Propair,0,11,11
1998,Qtr 2,June,25,Hawaii,Eurocopter,Eurocopter AS 350,Mt. Waialeale Hawaii,Tours Helicopter Ohana - Taxi Air,0,6,6
1998,Qtr 3,July,13,United,Ilyushin,Ilyushin 76MDUR 76424,Off Rasal United,Aircompany EmiratesATI Arab,0,8,8
1998,Qtr 3,July,16,Argentina,Rockwell Sabreliner,Rockwell Sabreliner 60LV WPO,Córdoba Argentina,Sur del Alas,0,3,3
1998,Qtr 3,July,17,Eritrea,Ilyushin,Ilyushin II 76UR,Asmara Eritrea,Company Transport Aviation Ukraine,0,10,10
1998,Qtr 3,July,23,Mexico,Shorts,Shorts SC 7 Skyvan 3,Pico de Orizaba Mexico,Force Air Mexican - Military,0,4,4
1998,Qtr 3,July,27,England,Consolidated,Consolidated PBY 5A CatalinaVP,Southhampton England,Sailing Plane,0,4,18
1998,Qtr 3,July,28,Spain,Swearingen SA.227AC Metro,Swearingen SA.227AC Metro IIIEC FXD,Barcelona Spain,Swifair,0,2,2
1998,Qtr 3,July,29,Brazil,Embraer 110,Embraer 110 BandeirantePT LGN,Manacapuru River Brazil,Aero Taxi Selva,0,5,24
1998,Qtr 3,July,30,France,Beechcraft 1900D / Cessna,Beechcraft 1900D / Cessna 177F GSJM/F,Near Quiberon France,Private / Air Proteus,0,15,15
1998,Qtr 3,July,30,India,Dornier,Dornier 228 201VT,Kochi India,Airlines Alliance,2,6,6
1998,Qtr 3,August,4,British,De Havilland,de Havilland Dash 2 BeaverC,Kincolith British,Canada          Columbia Harbour Air Seaplanes Ltd.,0,5,5
1998,Qtr 3,August,11,Angola,Antonov,Antonov An 12BPD2,Saurimo Angola,ALADA,0,1,13
1998,Qtr 3,August,19,New,Cessna,Cessna 402CZK VAC,Foveaux Strait New,Aviation ZealandVincent,0,5,10
1998,Qtr 3,August,21,Nepal,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 3009N,Near Ghorepani Nepal,Airways Lumbini,0,18,18
1998,Qtr 3,August,24,Myanmar,Fokker,Fokker F 27 Friendship 600XY,Manibagi Myanmar,Airways Myanmar,0,44,44
1998,Qtr 3,August,24,South,DC,DC  3,Pretoria South,Couriers Service AfricaSpeed,0,1,2
1998,Qtr 3,August,29,Ecuador,Tupolev,Tupolev TU 154MCU,Quito Ecuador,Aviacion de Cubana,10,70,91
1998,Qtr 3,September,2,N/A,Antonov,Antonov AN 26RA,AngolaPermaviatrans,N/A,0,24,24
1998,Qtr 3,September,2,Nova,McDonnell Douglas,McDonnell Douglas MD 11HB,Off Peggy's Cove Nova,Canada          Scotia Swissair,0,229,229
1998,Qtr 3,September,9,Alaska,De Havilland,de Havilland Dash 2 float planeN1433Z,Port Alsworth Alaska,Inc. Service Flying Rusts,0,5,5
1998,Qtr 3,September,10,Pakistan,Lockheed,Lockheed C 130B Hercules24143,Islamabad Pakistan,Force Air Pakistan - Military,0,5,5
1998,Qtr 3,September,25,Morroco,British Aerospace,British Aerospace BAe 146,Near Nador Morroco,Air Paukn,0,38,38
1998,Qtr 3,September,28,Cape,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300D4,Praia Cape,Airlines Verde VerdeCabo,0,1,22
1998,Qtr 3,September,29,Sri,Antonov,Antonov AN 24RVEW,Off Mannar Sri,LankaLionair,0,55,55
1998,Qtr 4,October,2,Venezuela,Douglas,Douglas DC 3CYV,Near Canaima Venezuela,Servivensa,0,1,27
1998,Qtr 4,October,10,Congo,Boeing,Boeing B 727,Near Kindu Congo,Airline Congo,0,41,41
1998,Qtr 4,October,21,Armenia,Yakovlev,Yakovlev YAK 40EK,Yerevan Armenia,Avia Ararat,4,0,37
1998,Qtr 4,October,25,Uganda,Britten,Britten  Norman BN,Rwenzori mountains Uganda,Aviation Tana,0,4,11
1998,Qtr 4,November,1,Guatemala,Douglas,Douglas DC 3CN3FY,Near Quetzaltenango Guatemala,Charter Ministries Teaching Water Living,0,11,18
1998,Qtr 4,November,11,Russia,Antonov,Antonov AN 12RA,Near Krasnoyarsk Russia,Airlines Sakha,0,13,13
1998,Qtr 4,November,21,Maryland,Burgess,Burgess RV 6 experimentalN956DB,Edgewater Maryland,Private,0,1,1
1998,Qtr 4,December,7,Canada,Britten,Britten  Norman TrislanderC,Baie-Comeau Canada,Satellite Air,0,7,10
1998,Qtr 4,December,11,Thailand,Airbus,Airbus A 310,Near Surat Thani Thailand,Airways Thai,0,102,146
1998,Qtr 4,December,14,Angola,Antonov,Antonov AN 12BPUR,Near Cuito Angola,Aircompany Khors,0,11,11
1998,Qtr 4,December,17,Angola,Antonov,Antonov 12S9 SAT,Saurimo Angola,Zanex,0,1,10
1998,Qtr 4,December,22,Colombia,Antonov,Antonov 32BHK 3930X,Medellín Colombia,SELVA,0,5,5
1998,Qtr 4,December,26,Angola,Lockheed Martin,Lockheed Martin L 100,Vila Nova Angola,Transafrik,0,14,14
1999,Qtr 1,January,2,Angola,Lockheed,Lockheed L 100,Near Huambo Angola,Charter Nations United - Transafrik,0,9,9
1999,Qtr 1,January,12,Channel,Fokker,Fokker F 27 Friendship 600G,Guernsey Channel,England          Islands Channel Express,0,2,2
1999,Qtr 1,January,13,British,Douglas,Douglas DC 3CC,Mayne Island British,Canada          Columbia Kelowna Flightcraft Air Charter,0,2,2
1999,Qtr 1,January,13,Germany,Boeing,Boeing KC 135E59,Geilenkirchen Germany,Guard National Air German - Military,0,4,4
1999,Qtr 1,January,16,Qld,Britten Norman,Britten Norman BN 2A,Coconut Island QLD,Australia Uzu Air,0,3,4
1999,Qtr 1,January,21,Nicaragua,Antonov,Antonov AN 26?,Bluefields Nicaragua,Nicaragua Aérea Fuerza,0,28,28
1999,Qtr 1,February,2,Angola,Antonov,Antonov AN 12EL,Luanda Angola,Savannair,13,14,14
1999,Qtr 1,February,3,Papua,Britten Norman,Britten Norman BN 2A TrislanderP2,Hoskins Papua,GuineaAirlink New,0,11,11
1999,Qtr 1,February,8,"",Lockheed,Lockheed L 188A Electra9Q,Kinshasa,Karibu CongoAir Republic Democratic,0,7,7
1999,Qtr 1,February,24,China,Tupolev,Tupolev TU 154B,Rui'an China,Airlines Southwest China,0,61,61
1999,Qtr 1,February,25,Italy,Dornier,Dornier 328 110D,Genoa Italy,Airlines Minerva,0,4,31
1999,Qtr 1,March,7,India,Antonov,Antonov AN 32 TransportK2673,New Delhi India,Force Air Indian - Military,3,19,19
1999,Qtr 1,March,18,Colombia,Douglas,Douglas DC 3C (C,Near Tame Colombia,Colombia ALIANSA,8,8,8
1999,Qtr 1,March,19,Newfoundland,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300C,Davis Inlet Newfoundland,Canada Provincial Airlines,0,1,2
1999,Qtr 2,April,7,Brazil,Learjet,Learjet 24DPT LEM,Ribeirao Preto Brazil,Aéreo Táxi Manacá,0,5,5
1999,Qtr 2,April,7,Turkey,Boeing,Boeing 737 4Q8TC,Near Ceyhan Turkey,(THY) Airlines Turkish,0,6,6
1999,Qtr 2,April,8,Colombia,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300HK,Near Malaga Colombia,Aerotaca,0,5,5
1999,Qtr 2,April,15,China,McDonnell Douglas,McDonnell Douglas MD 11HL,Shanghi China,Air Korean,0,3,3
1999,Qtr 2,May,8,Vanuatu,de Havilland Canada,de Havilland Canada DHC 6 Twin Otter 300YJ,Off Port Vila Vanuatu,Vanair,0,7,12
1999,Qtr 2,May,24,Malaysia,de Havilland Canada,de Havilland Canada DHC 4AM21,Kuching Malaysia,Force Air Malaysian - Military,0,5,5
1999,Qtr 2,May,29,Kenya,Let,Let 410UVP E5Y,Ol Kiombo Kenya,Services Air Malindi,0,2,2
1999,Qtr 2,June,1,Arkansas,McDonnell Douglas,McDonnell Douglas MD 82N215AA,Little Rock Arkansas,Airlines American,0,11,145
1999,Qtr 2,June,3,Sudan,Antonov,Antonov 32?,Near Khartoum Sudan,Force Air Sudan - Military,0,50,50
1999,Qtr 2,June,9,Alaska,Eurocopter,Eurocopter AS 350BAN6099S,Juneau Alaska,Inc. Helicopters Coastal - Taxi Air,0,7,7
1999,Qtr 2,June,9,Philippines,Britten,Britten  Norman BN,Coron Philippines,Airways Pacific,0,1,1
1999,Qtr 2,June,17,Papua,Embraer 110P2,Embraer 110P2 BandeiranteP2 ALX,Goroka Papua,GuineaAirlink New,0,17,17
1999,Qtr 2,June,25,Manatoba,de Havilland Canada,de Havilland Canada DHC 3 OtterC,Long Haul Lake Manatoba,Canada Blue Water Aviation Services,0,1,2
1999,Qtr 3,July,1,Angola,Antonov,Antonov 12BTN AFR,Luzamba Angola,Savanair,0,1,5
1999,Qtr 3,July,2,Myanmar,Fokker,Fokker F 27 Friendship 600XY,Sittwe Myanmar,Airways Myanmar,0,8,8
1999,Qtr 3,July,4,Colombia,Douglas,Douglas DC 6AHK,Villavicencio Colombia,Colombia LANC,0,5,18
1999,Qtr 3,July,7,Nepal,Boeing,Boeing 727 243FVT,Near Kathmandu Nepal,Airlines Cargo Lufthansa,0,5,5
1999,Qtr 3,July,9,Mexico,Hawker Siddeley,Hawker Siddeley HS 125XA,Toluca  Mexico,Express Jet Aero,0,4,4
1999,Qtr 3,July,16,Massachusetts,Piper,Piper PA 32,Off Martha's Vineyard Massachusetts,Private,0,3,3
1999,Qtr 3,July,23,Colombia,de Havilland Canada,de Havilland Canada DHC 7,Near Orito Colombia,Army U.S. - Military,0,7,7
1999,Qtr 3,July,23,Japan,Boeing,Boeing B 747JA8966,Tokyo Japan,Airways Nippon All,0,1,517
1999,Qtr 3,July,24,Fiji,Embraer 110P1,Embraer 110P1 BandeiranteDQ AFN,Nasevou Village Fiji,Fiji Air,0,17,17
1999,Qtr 3,August,7,Cape,Dornier,Dornier 228 201D4,Santo Antao Cape,Airlines Verde IslandsTACV-Cabo Verde,0,18,18
1999,Qtr 3,August,22,China,McDonnell Douglas,McDonnell Douglas MD 11B,Hong Kong China,(Taiwan) Airlines China,0,3,315
1999,Qtr 3,August,24,Taiwan,McDonnell Douglas,McDonnell Douglas MD 90,Hualian Taiwan,Air Uni,0,1,96
1999,Qtr 3,August,26,Uzbekistan,Yakovlev,Yakovlev YAK 40UK,Turtkul Uzbekistan,Airways Uzbekistan,0,2,33
1999,Qtr 3,August,31,Argentina,Boeing,Boeing B 737,Buenos Aires Argentina,Lineas Aereas Privadas Argentinas           LAPA,2,63,103
